iter	Passed	Remaining
1391	1320025	4970008
1392	1320916	4968844
1393	1321798	4967648
1394	1322662	4966385
1395	1323564	4965264
1396	1324612	4964689
1397	1325676	4964175
1398	1326578	4963052
1399	1327498	4962000
1400	1328400	4960878
1401	1329328	4959855
1402	1330229	4958730
1403	1331246	4958040
1404	1332116	4956802
1405	1333007	4955640
1406	1334010	4954896
1407	1334877	4953647
1408	1335816	4952665
1409	1336750	4951665
1410	1337677	4950638
1411	1338549	4949409
1412	1339434	4948230
1413	1340312	4947023
1414	1341208	4945884
1415	1342103	4944741
1416	1343143	4944132
1417	1344046	4943020
1418	1344982	4942029
1419	1345897	4940959
1420	1346803	4939858
1421	1347803	4939101
1422	1348706	4937991
1423	1349578	4936764
1424	1350469	4935611
1425	1351349	4934415
1426	1352247	4933287
1427	1353157	4932203
1428	1354029	4930980
1429	1354924	4929839
1430	1355826	4928726
1431	1356714	4927564
1432	1357642	4926546
1433	1358554	4925468
1434	1359455	4924353
1435	1360333	4923156
1436	1361252	4922108
1437	1362231	4921275
1438	1363228	4920507
1439	1364096	4919274
1440	1365031	4918280
1441	1365920	4917122
1442	1366800	4915933
1443	1367713	4914863
1444	1368635	4913827
1445	1369534	4912706
1446	1370521	4911902
1447	1371477	4910986
1448	1372486	4910261
1449	1373430	4909304
1450	1374342	4908231
1451	1375274	4907228
1452	1376199	4906202
1453	1377098	4905083
